index;carat;cut;color;clarity;depth;table;price;x;y;z
4590;0.35;Fair;G;VVS1;68.9;57.1;605.0;5.63;6.65;4.23
4591;0.2;Very Good;H;VS1;107.2;56.6;300.0;3.67;3.53;3.86
4592;0.76;Very Good;E;VS1;57.0;56.3;2826.0;6.41;7.17;3.87
4593;0.87;Ideal;H;VVS1;98.3;64.8;3773.0;3.24;7.63;5.34
4594;0.2;Fair;I;VS2;98.0;58.1;557.0;3.0;3.98;3.42
4595;0.29;Good;E;VS2;63.3;54.2;401.0;6.06;6.57;4.0
4596;0.58;Fair;G;SI1;77.4;62.2;1293.0;3.94;7.5;4.43
4597;0.23;Fair;H;SI2;53.1;62.6;523.0;7.59;6.64;3.78
4598;0.28;Ideal;G;SI2;103.4;63.0;611.0;5.45;5.13;5.47
4599;0.2;Very Good;G;SI2;36.6;58.7;300.0;5.81;4.9;1.96
4600;0.2;Ideal;G;SI2;37.0;61.0;300.0;6.89;4.02;2.02
4601;0.85;Very Good;I;VS2;49.0;64.5;2761.0;6.67;5.9;3.08
4602;0.2;Good;H;SI2;62.8;54.9;300.0;6.9;5.81;3.99
4603;0.2;Good;F;VS2;50.4;53.2;551.0;4.39;5.25;2.43
4604;0.52;Fair;H;VS1;58.1;57.8;997.0;6.96;6.12;3.8
4605;0.34;Fair;G;VS2;118.3;63.8;718.0;3.69;5.47;5.42
4606;0.2;Ideal;E;VS2;98.1;62.5;507.0;4.44;5.63;4.94
4607;0.2;Good;F;IF;107.7;61.4;760.0;4.02;4.67;4.68
4608;0.2;Very Good;J;SI2;34.2;59.5;300.0;4.67;6.86;1.97
4609;0.2;Ideal;G;SI2;63.6;53.4;419.0;7.36;5.22;4.0
4610;0.25;Ideal;H;VS2;29.0;57.0;819.0;7.67;7.66;2.22
4611;0.71;Premium;H;SI2;130.6;56.8;1798.0;4.4;3.87;5.4
4612;0.2;Premium;H;SI2;70.2;62.3;300.0;7.43;7.72;5.32
4613;0.2;Premium;I;VS1;83.8;54.3;574.0;4.02;7.6;4.87
4614;0.2;Good;H;VS1;77.2;57.8;300.0;3.75;3.35;2.74
4615;0.2;Ideal;E;VS2;105.6;64.1;300.0;5.43;3.49;4.71
4616;0.2;Very Good;J;SI1;122.0;56.9;300.0;3.11;4.04;4.36
4617;0.2;Good;E;IF;64.5;54.6;432.0;6.44;4.97;3.68
4618;0.37;Good;G;SI2;60.9;64.2;614.0;5.12;6.89;3.66
4619;0.2;Premium;F;VS2;68.7;64.8;526.0;5.94;5.94;4.08
4620;0.27;Very Good;E;SI2;63.1;60.1;673.0;4.87;6.5;3.59
4621;0.2;Good;J;VS2;102.2;55.8;373.0;3.97;6.48;5.34
4622;0.64;Very Good;H;VS1;67.2;54.7;2010.0;7.94;4.12;4.05
4623;0.82;Ideal;J;VVS2;90.9;57.8;3079.0;3.89;3.79;3.49
4624;0.55;Ideal;J;SI1;52.5;56.4;1381.0;7.11;5.3;3.26
4625;0.28;Premium;G;SI2;56.1;53.2;422.0;3.01;4.3;2.05
4626;0.2;Ideal;E;VS1;90.3;62.8;680.0;4.16;4.99;4.13
4627;0.2;Ideal;G;VS2;91.7;56.1;373.0;4.4;5.92;4.73
4628;0.58;Ideal;I;SI1;27.9;64.4;1803.0;5.91;7.55;1.88
4629;0.2;Premium;F;SI1;35.1;60.6;348.0;4.73;6.78;2.02
4630;0.2;Good;G;VS2;90.3;61.5;300.0;5.75;4.75;4.74
4631;0.2;Ideal;F;VVS1;34.4;60.9;502.0;5.63;7.44;2.25
4632;0.57;Good;J;SI2;61.7;61.2;893.0;7.43;6.61;4.33
4633;0.2;Premium;G;VS2;67.8;62.4;442.0;7.31;4.6;4.04
4634;0.2;Premium;H;VS1;47.7;63.4;431.0;3.48;7.37;2.59
4635;0.31;Good;I;VVS1;62.9;60.0;713.0;4.71;3.91;2.71
4636;0.2;Very Good;G;SI1;96.7;61.7;480.0;4.55;4.8;4.52
4637;0.2;Premium;H;SI1;64.3;64.4;413.0;3.73;6.72;3.36
4638;0.2;Premium;D;VS2;92.7;56.7;439.0;4.77;6.0;4.99
4639;0.2;Ideal;G;VVS1;74.5;53.7;504.0;4.6;3.27;2.93
4640;0.2;Premium;G;IF;51.2;56.1;520.0;3.5;4.93;2.16
4641;0.2;Ideal;G;IF;109.5;54.1;601.0;4.52;4.78;5.09
4642;0.47;Ideal;H;VS1;67.4;57.9;1382.0;3.62;6.23;3.32
4643;0.2;Ideal;H;SI1;129.5;58.2;300.0;3.37;4.46;5.07
4644;0.57;Premium;D;VS1;102.3;59.8;2265.0;5.22;3.87;4.65
4645;0.21;Ideal;F;VS1;49.0;54.6;300.0;3.19;5.5;2.13
4646;0.2;Premium;H;VS2;90.3;56.3;522.0;3.03;3.44;2.92
4647;0.29;Ideal;J;VS2;74.2;56.5;651.0;4.32;5.79;3.75
4648;0.2;Good;E;VVS2;76.7;61.2;300.0;3.61;4.73;3.2
4649;0.23;Premium;G;VS2;30.2;62.6;510.0;7.37;5.88;2.0
4650;0.22;Very Good;F;IF;69.1;64.0;416.0;6.96;7.25;4.91
4651;0.2;Fair;G;IF;83.4;64.8;300.0;3.99;3.92;3.3
4652;0.22;Good;F;SI1;31.3;56.2;300.0;7.63;6.37;2.19
4653;0.2;Good;E;VS2;63.3;56.6;598.0;7.67;5.13;4.05
4654;0.2;Good;G;VS1;64.1;61.9;475.0;5.26;7.23;4.0
4655;0.2;Fair;F;VS2;76.4;64.5;671.0;5.3;7.74;4.98
4656;0.2;Premium;I;VS1;92.0;58.3;541.0;4.09;5.45;4.39
4657;0.63;Ideal;D;VS2;51.4;53.8;2614.0;4.08;4.98;2.33
4658;0.2;Premium;F;VS2;61.7;61.3;300.0;4.47;3.92;2.59
4659;0.36;Ideal;D;VVS2;82.3;59.3;1327.0;5.07;7.42;5.14
4660;0.26;Premium;I;VVS1;69.8;60.6;321.0;5.14;4.6;3.4
4661;0.2;Very Good;G;VVS1;33.1;57.6;386.0;7.81;5.31;2.17
4662;0.2;Good;H;VS2;33.9;62.3;300.0;7.85;3.31;1.89
4663;0.3;Premium;G;SI1;78.6;55.1;760.0;6.43;3.92;4.07
4664;0.2;Ideal;G;SI2;66.4;63.7;526.0;3.82;6.79;3.52
4665;0.2;Very Good;I;VS1;73.0;61.5;377.0;5.86;5.24;4.05
4666;0.2;Premium;I;SI2;65.7;61.5;449.0;3.22;6.71;3.26
4667;0.2;Ideal;I;SI1;54.6;60.4;300.0;4.59;5.05;2.63
4668;0.2;Premium;E;SI2;39.5;63.4;300.0;6.1;7.48;2.68
4669;0.22;Very Good;F;VVS1;39.3;64.3;512.0;6.25;5.92;2.39
4670;0.46;Fair;H;VS2;87.3;62.4;828.0;6.24;5.33;5.05
4671;0.2;Ideal;G;VVS2;46.4;58.7;489.0;7.58;3.03;2.46
4672;0.28;Good;I;VVS2;77.9;58.2;771.0;3.52;4.64;3.18
4673;0.2;Premium;G;SI1;48.6;64.1;549.0;5.79;3.59;2.28
4674;0.99;Fair;H;IF;61.4;59.3;3579.0;7.64;6.73;4.41
4675;0.2;Good;H;SI1;77.8;64.3;772.0;6.9;3.74;4.14
4676;0.2;Ideal;G;VS2;61.8;57.3;378.0;7.38;6.8;4.38
4677;0.2;Premium;H;SI2;30.7;58.6;469.0;6.02;6.36;1.9
4678;0.2;Ideal;J;VS2;69.9;63.7;300.0;6.99;6.6;4.75
4679;0.32;Ideal;H;SI2;60.9;54.5;681.0;6.61;5.6;3.72
4680;0.2;Good;E;SI2;47.3;62.6;300.0;7.73;5.63;3.16
4681;0.22;Premium;H;IF;33.7;60.3;300.0;6.77;5.71;2.1
4682;0.22;Premium;H;VVS2;82.4;64.0;344.0;7.69;5.03;5.24
4683;0.2;Good;J;SI2;72.4;53.7;300.0;4.66;3.88;3.09
4684;0.26;Ideal;G;VS1;41.0;57.5;547.0;7.22;4.64;2.43
4685;0.25;Ideal;H;SI2;42.1;58.9;628.0;7.57;5.26;2.7
4686;0.2;Premium;J;VS1;38.2;63.7;523.0;7.17;3.34;2.01
4687;0.77;Fair;J;IF;44.0;55.6;2086.0;6.81;3.6;2.29
4688;0.2;Premium;F;VS1;46.1;60.2;497.0;3.52;6.59;2.33
4689;0.2;Very Good;G;VVS1;76.8;54.6;534.0;4.83;6.19;4.23
4690;0.6;Fair;G;SI1;39.5;60.8;1546.0;3.25;7.74;2.17
4691;0.2;Very Good;E;VVS2;43.0;57.0;377.0;5.76;4.84;2.28
4692;0.82;Very Good;H;VS2;116.7;63.8;2489.0;3.75;4.03;4.54
4693;0.2;Premium;H;VS2;49.3;62.7;397.0;7.82;6.35;3.49
4694;0.21;Very Good;J;VS2;84.5;63.6;300.0;5.22;6.62;5.0
4695;0.73;Fair;G;SI2;75.4;64.9;1923.0;5.77;3.96;3.67
4696;0.52;Ideal;F;VS1;71.4;55.7;2039.0;6.56;3.38;3.55
4697;0.93;Premium;H;SI1;33.8;60.1;3088.0;6.75;7.32;2.38
4698;0.99;Very Good;G;VVS2;80.8;63.8;4285.0;6.46;4.01;4.23
4699;0.2;Premium;G;SI1;82.6;53.6;570.0;3.02;7.7;4.43
4700;0.2;Very Good;F;VS2;47.6;54.5;387.0;4.71;4.29;2.14
4701;0.25;Good;H;VVS2;34.4;64.4;514.0;7.01;5.07;2.08
4702;0.37;Very Good;G;VVS2;59.8;62.3;1210.0;5.2;5.57;3.22
4703;1.25;Premium;E;SI1;62.9;59.2;6177.0;3.94;5.02;2.82
4704;0.2;Good;H;VS1;62.3;62.6;300.0;6.82;5.42;3.81
4705;0.27;Ideal;G;VVS2;28.3;58.5;748.0;7.32;6.54;1.96
4706;0.36;Premium;D;VVS1;123.6;58.0;1394.0;5.24;3.43;5.36
4707;0.2;Good;G;IF;94.6;54.0;364.0;7.95;3.25;5.3
4708;0.75;Very Good;H;SI2;97.9;62.7;2235.0;5.31;5.6;5.34
4709;0.26;Very Good;F;VVS1;69.3;60.4;594.0;6.77;3.82;3.67
4710;0.2;Ideal;F;SI1;33.6;53.8;300.0;5.35;5.67;1.85
4711;0.3;Ideal;J;SI2;123.0;57.9;571.0;3.23;4.8;4.94
4712;0.66;Premium;I;VS1;83.4;63.4;1932.0;7.58;4.14;4.89
4713;0.2;Ideal;F;VVS2;48.0;54.7;569.0;4.25;7.05;2.71
4714;0.6;Premium;I;SI1;98.6;62.1;1967.0;3.69;5.46;4.51
4715;0.22;Very Good;G;VS2;28.4;54.8;300.0;6.94;6.51;1.91
4716;0.2;Ideal;H;VS1;84.1;56.2;440.0;4.52;3.61;3.42
4717;0.47;Ideal;G;SI2;102.6;60.0;1422.0;3.21;4.98;4.2
4718;0.66;Ideal;G;SI2;36.4;57.0;1860.0;5.0;7.43;2.26
4719;0.2;Ideal;I;VS1;44.8;59.7;300.0;6.34;7.85;3.18
4720;0.92;Ideal;G;SI2;60.2;60.0;3968.0;4.2;7.85;3.63
4721;0.2;Very Good;D;VVS2;82.3;64.8;572.0;5.7;5.07;4.43
4722;0.48;Premium;E;VVS2;32.6;60.4;1815.0;7.77;4.68;2.03
4723;0.26;Premium;F;VS1;56.9;54.3;669.0;6.82;3.26;2.87
4724;0.32;Very Good;E;VS2;62.7;63.9;517.0;7.05;7.25;4.48
4725;0.31;Good;E;VVS2;39.1;59.6;818.0;3.57;5.94;1.86
4726;0.27;Ideal;H;VS2;116.7;55.9;598.0;5.24;3.62;5.17
4727;0.2;Very Good;I;VVS2;54.5;58.7;301.0;4.05;6.81;2.96
4728;0.2;Ideal;H;VS2;103.4;64.6;525.0;4.22;5.76;5.16
4729;0.2;Very Good;H;SI2;80.6;57.1;300.0;6.66;5.35;4.84
4730;0.28;Ideal;F;VS2;76.7;65.0;696.0;7.15;3.26;3.99
4731;0.2;Very Good;G;SI2;46.3;60.3;300.0;6.14;6.86;3.01
4732;0.71;Premium;H;VS1;132.3;61.4;2552.0;3.0;5.09;5.35
4733;0.2;Ideal;J;VS2;58.7;64.1;300.0;3.98;7.74;3.44
4734;0.43;Premium;H;VVS2;55.7;57.2;1123.0;7.21;6.28;3.76
4735;0.67;Good;H;SI2;59.4;61.9;1868.0;7.94;5.36;3.95
4736;0.2;Good;J;VVS1;93.4;53.6;300.0;7.81;3.62;5.34
4737;1.26;Ideal;J;VVS1;55.8;54.8;6573.0;5.44;3.31;2.44
4738;0.24;Very Good;F;VS1;50.1;61.6;376.0;5.0;5.42;2.61
4739;0.2;Good;I;VS1;83.4;64.8;300.0;6.22;6.34;5.24
4740;0.3;Premium;H;VS1;85.7;59.2;831.0;5.58;5.85;4.9
4741;2.5;Good;H;SI1;32.0;58.8;12180.0;6.2;7.99;2.27
4742;0.64;Very Good;F;SI2;151.8;59.9;2016.0;3.13;3.3;4.88
4743;0.2;Good;J;VVS2;59.3;53.9;471.0;3.69;3.12;2.02
4744;0.2;Very Good;G;SI1;102.9;54.8;300.0;3.09;4.88;4.1
4745;0.44;Very Good;I;SI2;54.9;55.7;881.0;7.14;3.24;2.85
4746;1.06;Fair;J;SI1;50.7;58.0;2709.0;5.95;4.15;2.56
4747;0.2;Premium;D;VS2;56.0;58.5;300.0;3.51;6.21;2.72
4748;0.38;Fair;F;VVS2;84.8;55.5;532.0;3.21;6.22;4.0
4749;0.31;Ideal;I;VS1;75.5;57.4;693.0;5.61;7.31;4.88
4750;0.38;Premium;F;SI1;108.8;60.1;1025.0;3.97;4.69;4.71
4751;0.2;Fair;J;VVS2;67.4;64.9;469.0;7.7;7.68;5.18
4752;0.68;Good;I;VS1;62.9;58.4;1969.0;5.45;6.38;3.72
4753;0.2;Fair;G;VS1;94.4;59.1;504.0;7.11;3.33;4.93
4754;0.2;Ideal;H;VS2;33.5;60.9;716.0;4.05;6.87;1.83
4755;0.2;Very Good;G;SI1;62.7;53.3;300.0;4.79;7.24;3.77
4756;0.2;Premium;G;VS2;104.7;61.6;300.0;3.12;4.27;3.87
4757;0.75;Fair;G;VS2;103.2;63.9;2245.0;3.11;7.18;5.31
4758;0.2;Premium;E;VS2;117.1;57.6;537.0;5.46;3.52;5.26
4759;0.2;Very Good;J;VVS2;29.4;59.4;300.0;7.97;5.86;2.03
4760;0.81;Very Good;D;VS1;60.3;57.2;3374.0;7.16;7.08;4.29
4761;0.87;Ideal;H;VVS2;45.5;64.7;3405.0;5.23;6.29;2.62
4762;0.27;Ideal;E;SI1;47.6;63.6;815.0;5.02;4.82;2.34
4763;0.26;Ideal;H;VS1;87.0;59.6;697.0;3.75;6.11;4.29
4764;0.2;Premium;G;VVS1;69.4;60.9;505.0;3.72;6.45;3.53
4765;0.2;Ideal;F;VS1;35.0;55.1;387.0;7.56;5.37;2.26
4766;0.2;Ideal;G;SI1;43.6;64.6;461.0;6.12;3.37;2.07
4767;0.2;Premium;I;VVS2;81.4;59.6;620.0;5.65;7.76;5.46
4768;0.2;Ideal;I;VS1;33.9;63.2;381.0;6.49;6.96;2.28
4769;0.2;Premium;J;VS1;57.6;57.5;300.0;5.61;7.87;3.88
4770;0.2;Ideal;J;VS1;59.2;62.3;300.0;7.61;4.24;3.51
4771;0.2;Fair;D;VVS1;63.8;61.0;623.0;7.5;3.66;3.56
4772;0.55;Premium;F;VVS2;78.2;62.8;1738.0;3.92;4.03;3.11
4773;0.37;Very Good;J;VS2;59.9;53.3;1046.0;6.97;4.12;3.32
4774;0.43;Fair;F;SI2;35.5;62.2;812.0;5.44;7.74;2.34
4775;0.2;Premium;H;VS1;62.5;57.9;542.0;4.89;5.38;3.21
4776;1.77;Ideal;J;SI2;113.2;56.1;8081.0;3.34;4.79;4.6
4777;0.25;Ideal;H;VS2;45.2;54.3;300.0;7.87;5.93;3.12
4778;0.2;Ideal;I;SI1;97.3;57.8;300.0;7.1;3.79;5.3
4779;0.47;Very Good;E;VVS1;40.6;58.6;1424.0;3.68;8.0;2.37
4780;0.2;Very Good;H;VS1;78.1;56.3;388.0;5.3;7.3;4.92
4781;0.2;Premium;H;VVS2;28.7;55.0;432.0;6.08;7.85;2.0
4782;0.2;Very Good;H;VVS2;124.6;54.1;300.0;4.28;3.7;4.97
4783;0.2;Ideal;H;SI1;60.6;56.5;615.0;7.49;3.76;3.41
4784;0.2;Good;I;SI2;107.2;64.6;300.0;3.77;6.04;5.26
4785;0.2;Ideal;G;SI1;120.1;63.3;505.0;3.96;3.02;4.19
4786;0.21;Ideal;H;SI1;54.9;57.7;300.0;5.36;4.69;2.76
4787;0.53;Premium;G;SI1;52.3;64.5;1480.0;4.86;5.19;2.63
4788;0.27;Good;J;VVS2;58.3;58.3;863.0;3.65;5.17;2.57
4789;0.37;Ideal;J;VS2;31.6;63.1;974.0;7.33;7.56;2.35
4790;0.84;Good;F;SI1;93.4;61.0;2661.0;5.01;3.96;4.19
4791;0.29;Premium;E;VS2;130.4;63.2;478.0;4.95;3.24;5.34
4792;0.2;Ideal;H;SI1;98.6;59.9;300.0;7.64;3.44;5.46
4793;0.41;Premium;G;SI2;41.0;53.7;772.0;3.41;5.57;1.84
4794;0.2;Very Good;G;SI2;46.9;54.4;300.0;5.44;6.2;2.73
4795;0.46;Very Good;G;VS1;69.7;53.3;1069.0;3.79;7.23;3.84
4796;0.31;Fair;G;IF;68.1;55.8;390.0;3.63;3.1;2.29
4797;0.2;Premium;D;VS1;45.9;60.9;434.0;6.49;5.59;2.77
4798;0.45;Premium;H;VVS1;36.1;60.2;1104.0;7.32;7.35;2.65
4799;0.48;Premium;E;VVS2;40.9;53.6;1734.0;5.74;7.07;2.62
4800;0.2;Good;F;IF;76.6;53.1;300.0;7.97;3.05;4.22
4801;0.24;Premium;E;VVS2;44.4;58.1;300.0;4.43;7.1;2.56
4802;0.2;Very Good;H;VVS2;83.9;63.0;615.0;4.7;5.22;4.16
4803;0.2;Ideal;F;VS1;56.6;64.8;641.0;3.37;7.87;3.18
4804;0.2;Ideal;G;SI2;44.4;62.3;300.0;5.52;7.78;2.95
4805;0.2;Very Good;J;VS2;53.9;61.7;302.0;4.36;7.85;3.29
4806;0.77;Very Good;D;IF;63.1;60.6;3673.0;7.59;5.4;4.1
4807;0.56;Ideal;I;VS2;39.8;63.2;1905.0;7.8;4.55;2.46
4808;0.24;Very Good;F;VVS1;54.9;59.7;550.0;3.14;7.67;2.97
4809;0.94;Premium;F;SI1;34.9;56.9;3743.0;4.55;7.55;2.11
4810;0.2;Very Good;G;VS2;99.9;53.3;711.0;6.06;3.39;4.72
4811;0.31;Ideal;G;VS2;49.8;58.4;917.0;7.87;7.99;3.95
4812;0.51;Fair;E;VS1;78.6;58.2;1243.0;5.64;6.75;4.87
4813;0.53;Fair;F;VS2;45.4;55.9;824.0;7.8;6.95;3.35
4814;0.35;Very Good;H;VVS2;80.4;62.4;875.0;5.9;5.32;4.51
4815;0.2;Premium;D;VS1;77.0;60.0;695.0;7.3;4.44;4.52
4816;0.2;Very Good;I;SI1;72.1;55.2;300.0;7.36;3.93;4.07
4817;0.2;Ideal;F;VS1;86.0;60.7;587.0;6.45;3.87;4.44
4818;0.2;Very Good;H;VS1;98.7;55.8;316.0;6.94;3.09;4.95
4819;0.86;Very Good;E;VS1;45.0;58.9;3710.0;6.15;5.5;2.62
4820;0.2;Premium;F;VS1;73.4;56.0;457.0;6.91;6.74;5.01
4821;0.22;Good;E;IF;101.0;57.9;694.0;3.01;4.83;3.96
4822;0.54;Premium;E;VVS2;37.2;61.5;2052.0;4.28;7.93;2.27
4823;0.29;Premium;H;VS2;39.6;54.0;601.0;7.61;3.64;2.23
4824;0.54;Fair;D;IF;86.2;62.7;1376.0;5.05;3.63;3.74
4825;0.26;Premium;E;VS2;31.1;58.3;655.0;7.24;5.05;1.91
4826;0.2;Premium;G;VS1;45.7;56.8;334.0;6.98;8.0;3.42
4827;0.2;Fair;E;VS1;54.7;61.5;300.0;6.48;5.18;3.19
4828;0.2;Fair;G;VS2;41.7;56.1;317.0;5.43;4.49;2.07
4829;0.2;Good;G;VVS2;124.4;55.6;341.0;4.03;4.33;5.2
4830;0.47;Premium;I;VVS2;79.7;59.1;1174.0;7.48;3.53;4.39
4831;0.2;Good;E;SI2;64.8;57.2;300.0;6.65;3.01;3.13
4832;0.54;Good;H;VS2;80.4;64.2;985.0;7.02;4.84;4.77
4833;0.2;Good;F;VVS2;51.9;63.3;300.0;3.59;4.77;2.17
4834;0.2;Very Good;J;SI1;91.6;61.5;412.0;3.05;5.38;3.86
4835;0.75;Good;J;VVS1;98.4;62.0;2223.0;3.37;7.08;5.14
4836;0.58;Fair;H;SI1;98.9;53.1;920.0;6.16;3.36;4.71
4837;0.2;Ideal;F;VS2;93.8;60.7;396.0;3.94;4.48;3.95
4838;0.23;Good;F;VS2;29.9;63.1;300.0;6.8;7.18;2.09
4839;0.39;Premium;F;VVS2;72.0;60.6;1256.0;7.46;5.81;4.78
4840;0.36;Very Good;F;SI1;25.3;62.9;1295.0;6.63;7.9;1.84
4841;0.2;Premium;H;SI2;71.9;62.0;300.0;3.3;3.9;2.59
4842;0.2;Ideal;G;VS1;120.2;57.6;300.0;4.9;3.87;5.27
4843;0.2;Premium;E;SI2;66.3;64.5;390.0;7.33;4.64;3.97
4844;0.39;Very Good;G;VS1;50.2;64.8;1092.0;3.45;5.91;2.35
4845;0.47;Ideal;G;SI1;51.6;53.3;1394.0;5.86;7.83;3.53
4846;0.36;Ideal;I;SI1;61.4;55.2;763.0;5.56;6.06;3.57
4847;0.2;Ideal;G;VS2;58.9;62.1;701.0;4.69;7.1;3.47
4848;0.36;Ideal;J;SI2;62.1;62.6;577.0;5.26;4.18;2.93
4849;0.44;Fair;D;VS2;89.7;65.0;560.0;5.35;4.73;4.52
4850;0.2;Very Good;I;VS1;83.7;55.1;300.0;5.1;7.49;5.27
4851;0.2;Ideal;G;VVS2;90.9;60.4;381.0;5.0;5.67;4.85
4852;0.2;Ideal;G;VVS2;97.2;55.0;555.0;4.46;5.68;4.93
4853;0.2;Fair;G;VVS1;65.7;63.4;300.0;7.41;5.08;4.1
4854;0.2;Premium;J;VVS2;38.2;63.0;300.0;5.43;6.2;2.22
4855;0.2;Premium;E;VS2;54.8;56.2;607.0;3.07;7.26;2.83
4856;0.2;Good;G;VS1;27.9;61.7;323.0;7.0;6.9;1.94
4857;0.2;Very Good;I;SI2;48.8;65.0;473.0;6.24;6.6;3.13
4858;0.24;Ideal;G;VS2;75.2;62.4;849.0;6.17;4.41;3.98
4859;0.2;Ideal;G;VVS2;40.0;57.7;455.0;5.43;6.16;2.32
4860;0.2;Premium;I;SI1;73.4;64.5;300.0;5.52;3.74;3.4
4861;0.2;Premium;I;SI2;68.4;61.0;351.0;3.81;7.51;3.87
4862;0.35;Premium;G;VS2;101.4;56.7;851.0;4.5;5.48;5.06
4863;0.2;Premium;H;VS1;73.0;55.2;476.0;7.55;3.32;3.97
4864;0.2;Good;H;SI2;55.9;54.2;300.0;6.65;6.13;3.57
4865;0.2;Very Good;D;VS2;54.0;57.3;369.0;4.25;3.09;1.98
4866;0.36;Premium;H;VVS1;79.3;60.1;976.0;7.65;6.07;5.44
4867;0.2;Ideal;G;VVS1;77.6;60.2;347.0;3.6;5.09;3.37
4868;1.78;Very Good;D;VVS1;109.1;54.3;11904.0;4.47;4.7;5.0
4869;0.46;Fair;G;VS2;79.1;63.8;920.0;6.55;3.39;3.93
4870;0.2;Good;E;VVS1;86.0;64.4;404.0;3.13;6.33;4.07
4871;0.25;Fair;G;VS2;57.7;62.9;406.0;6.6;5.98;3.63
4872;0.45;Fair;E;VS1;56.1;63.7;943.0;5.89;7.76;3.83
4873;0.2;Good;G;SI2;51.2;60.8;300.0;6.32;6.73;3.34
4874;0.41;Premium;H;IF;73.8;62.0;1323.0;5.61;7.88;4.98
4875;0.56;Premium;H;VVS2;55.3;57.2;1419.0;3.39;7.06;2.89
4876;0.2;Ideal;F;VVS1;75.5;64.3;575.0;5.44;3.78;3.48
4877;0.2;Premium;J;VVS1;57.3;53.8;300.0;5.56;3.8;2.68
4878;1.0;Very Good;H;VVS1;74.6;58.5;4104.0;3.46;7.74;4.18
4879;0.2;Premium;J;VS2;38.6;63.6;300.0;4.94;6.14;2.14
4880;0.31;Very Good;G;SI1;128.0;58.3;815.0;3.46;3.9;4.71
4881;0.53;Premium;G;VS2;75.0;59.6;1757.0;3.02;5.59;3.23
4882;0.61;Good;F;SI2;47.8;63.8;1713.0;7.25;4.33;2.77
4883;0.2;Ideal;G;VS1;76.8;60.7;709.0;6.51;5.71;4.69
4884;0.27;Good;E;SI2;71.0;64.7;813.0;6.95;7.83;5.25
4885;0.28;Good;J;VVS2;65.4;55.3;300.0;6.5;5.22;3.83
4886;0.73;Good;J;SI2;84.6;60.0;1254.0;6.48;3.28;4.13
4887;0.2;Premium;H;SI1;40.5;61.8;433.0;7.21;4.65;2.4
4888;1.04;Very Good;H;VS1;52.1;62.4;3924.0;4.21;4.7;2.32
4889;0.82;Ideal;E;SI1;109.2;60.9;3344.0;5.26;3.92;5.01
4890;0.2;Premium;I;VS1;83.4;59.0;358.0;4.58;6.81;4.75
4891;0.23;Premium;I;IF;81.4;55.4;718.0;3.52;5.5;3.67
4892;0.38;Premium;I;VVS1;122.1;56.5;1256.0;3.03;4.8;4.78
4893;0.2;Ideal;F;VS2;86.0;55.3;484.0;7.14;3.25;4.47
4894;0.2;Premium;G;VVS1;67.8;53.7;300.0;4.34;4.21;2.9
4895;0.2;Good;G;VS1;138.8;57.6;476.0;3.4;4.18;5.26
4896;0.51;Premium;G;SI2;35.8;62.4;1346.0;7.03;7.37;2.58
4897;0.2;Premium;G;VS2;47.4;60.2;729.0;5.36;4.59;2.36
4898;0.39;Premium;H;VVS2;35.2;62.0;755.0;7.57;4.76;2.17
4899;0.2;Very Good;G;VVS2;48.2;54.7;300.0;6.88;5.87;3.07
4900;0.2;Very Good;F;SI2;92.2;54.9;487.0;3.34;5.55;4.1
4901;0.2;Very Good;I;VS1;29.1;57.9;404.0;7.03;5.94;1.89
4902;0.31;Fair;H;VVS1;44.2;60.7;697.0;7.9;7.67;3.44
4903;0.2;Premium;G;SI1;142.2;54.9;397.0;3.34;4.07;5.27
4904;0.41;Very Good;G;VVS2;74.0;53.9;1221.0;6.0;6.63;4.67
4905;0.71;Ideal;G;VVS1;47.2;63.8;3192.0;4.33;6.55;2.57
4906;0.45;Premium;G;VVS1;74.0;62.3;1096.0;4.63;6.29;4.04
4907;0.2;Ideal;G;VS2;37.5;60.2;300.0;7.41;6.29;2.57
4908;0.2;Fair;F;SI2;71.3;62.8;300.0;7.18;7.75;5.32
4909;0.56;Fair;J;SI2;80.4;59.1;789.0;5.3;3.7;3.62
4910;0.2;Premium;F;VS2;56.6;57.8;331.0;6.12;5.51;3.29
4911;0.2;Premium;F;VS2;44.1;53.7;650.0;6.91;7.98;3.28
4912;0.24;Good;H;VS1;53.6;56.9;335.0;5.84;3.56;2.52
4913;0.2;Ideal;J;VS2;67.2;61.2;380.0;4.41;3.78;2.75
4914;0.2;Very Good;G;VS2;55.2;62.9;332.0;5.55;3.15;2.4
4915;0.51;Premium;I;VS1;76.7;55.8;1253.0;4.63;6.04;4.09
4916;0.49;Ideal;H;VS1;56.4;58.7;1745.0;5.36;7.48;3.62
4917;0.51;Very Good;I;VS1;45.5;62.6;1511.0;4.99;6.44;2.6
4918;0.25;Ideal;G;VS2;84.0;60.0;600.0;3.38;5.83;3.87
4919;0.2;Ideal;F;VVS2;79.5;56.6;395.0;5.68;7.25;5.14
4920;0.2;Good;H;VS2;87.3;56.1;462.0;4.46;7.13;5.06
4921;0.2;Fair;H;VS2;89.2;54.1;379.0;7.0;3.51;4.69
4922;0.29;Ideal;G;VVS1;92.7;57.1;951.0;5.19;3.46;4.01
4923;0.2;Very Good;E;VS1;101.0;53.3;363.0;3.04;6.05;4.59
